Student_ID,Programme,Entry_Level,Entry_Year,Total_Credits,Year_3_GPA,Year_4_GPA,Final_GPA,Degree_Classification,Graduation_Date,Graduation_Status
10000980,Business Management,1,2019/20,360,11.21,9.53,10.37,Third Class Honours,2023-06-30,Graduated
10000981,Business Management,1,2019/20,360,5.89,6.87,6.38,Fail,2023-06-30,Deferred
10000982,Business Management,1,2019/20,360,10.79,14.93,12.86,Lower Second Class Honours,2023-06-30,Graduated
10000984,Business Management,1,2019/20,360,10.69,10.64,10.66,Third Class Honours,2023-06-30,Graduated
10000985,Business Management,1,2019/20,360,14.58,15.17,14.87,Borderline 2.2/2.1,2023-06-30,Graduated
10000986,Business Management,1,2019/20,360,10.79,12.05,11.42,Third Class Honours,2023-06-30,Graduated
10000987,Business Management,1,2019/20,360,11.4,11.42,11.41,Third Class Honours,2023-06-30,Graduated
10000988,Business Management,1,2019/20,360,15.74,14.72,15.23,Upper Second Class Honours,2023-06-30,Graduated
10000989,Business Management,1,2019/20,360,14.26,15.25,14.75,Borderline 2.2/2.1,2023-06-30,Graduated
10000990,Business Management,1,2019/20,360,15.03,15.61,15.32,Upper Second Class Honours,2023-06-30,Graduated
10000991,Business Management,1,2019/20,360,10.61,11.3,10.95,Third Class Honours,2023-06-30,Graduated
10000992,Business Management,1,2019/20,360,10.71,12.54,11.63,Borderline 3rd/2.2,2023-06-30,Graduated
10000993,Business Management,1,2019/20,360,14.69,15.11,14.9,Borderline 2.2/2.1,2023-06-30,Graduated
10000994,Business Management,1,2019/20,360,11.6,10.37,10.98,Third Class Honours,2023-06-30,Graduated
10000995,Business Management,1,2019/20,360,19.64,20.37,20.0,First Class Honours,2023-06-30,Graduated
10000996,Business Management,1,2019/20,360,12.99,10.33,11.66,Borderline 3rd/2.2,2023-06-30,Graduated
10000998,Business Management,1,2019/20,360,10.17,11.98,11.07,Third Class Honours,2023-06-30,Graduated
10000999,Business Management,3,2019/20,120,14.93,14.74,14.83,Borderline 2.2/2.1,2021-06-30,Graduated
10001001,Business Management,1,2019/20,360,9.9,11.53,10.71,Third Class Honours,2023-06-30,Graduated
10001002,Business Management,1,2019/20,360,6.58,3.96,5.27,Fail,2023-06-30,Deferred
10001003,Business Management,1,2019/20,360,14.02,15.36,14.69,Borderline 2.2/2.1,2023-06-30,Graduated
10001004,Business Management,1,2019/20,360,19.9,20.07,19.98,First Class Honours,2023-06-30,Graduated
10001006,Business Management,3,2019/20,120,10.86,11.57,11.21,Third Class Honours,2021-06-30,Graduated
10001007,Business Management,1,2019/20,360,5.36,5.75,5.56,Fail,2023-06-30,Deferred
10001008,Business Management,1,2019/20,360,5.79,6.07,5.93,Fail,2023-06-30,Deferred
10001009,Business Management,1,2019/20,360,15.11,13.55,14.33,Lower Second Class Honours,2023-06-30,Graduated
10001010,Business Management,2,2019/20,240,11.48,10.25,10.87,Third Class Honours,2022-06-30,Graduated
10001011,Business Management,2,2019/20,240,13.86,15.1,14.48,Lower Second Class Honours,2022-06-30,Graduated
10001012,Business Management,1,2019/20,360,10.38,10.0,10.19,Third Class Honours,2023-06-30,Graduated
10001013,Business Management,1,2019/20,360,15.24,15.09,15.17,Upper Second Class Honours,2023-06-30,Graduated
10001015,Business Management,2,2019/20,240,14.62,14.12,14.37,Lower Second Class Honours,2022-06-30,Graduated
10001017,Business Management,1,2019/20,360,4.95,6.59,5.77,Fail,2023-06-30,Deferred
10001018,Business Management,1,2019/20,360,13.88,15.5,14.69,Borderline 2.2/2.1,2023-06-30,Graduated
10001019,Business Management,1,2019/20,360,10.68,10.99,10.84,Third Class Honours,2023-06-30,Graduated
10001020,Business Management,1,2019/20,360,11.52,8.06,9.79,Third Class Honours,2023-06-30,Pending
10001021,Business Management,1,2019/20,360,7.57,5.07,6.32,Fail,2023-06-30,Deferred
10001022,Business Management,3,2019/20,120,6.74,9.07,7.91,Fail,2021-06-30,Deferred
10001023,Business Management,1,2019/20,360,5.6,2.9,4.25,Fail,2023-06-30,Deferred
10001024,Business Management,1,2019/20,360,15.3,15.49,15.4,Upper Second Class Honours,2023-06-30,Graduated
10001025,Business Management,2,2019/20,240,14.36,11.75,13.06,Lower Second Class Honours,2022-06-30,Pending
10001026,Business Management,1,2019/20,360,11.35,10.95,11.15,Third Class Honours,2023-06-30,Graduated
10001027,Business Management,1,2019/20,360,11.48,11.47,11.48,Third Class Honours,2023-06-30,Graduated
10001028,Business Management,1,2019/20,360,8.89,5.78,7.33,Fail,2023-06-30,Deferred
10001029,Business Management,1,2019/20,360,19.92,19.7,19.81,First Class Honours,2023-06-30,Graduated
10001030,Business Management,2,2019/20,240,19.54,20.59,20.07,First Class Honours,2022-06-30,Graduated
10001031,Business Management,1,2019/20,360,10.6,7.77,9.18,Third Class Honours,2023-06-30,Pending
10001032,Business Management,1,2019/20,360,4.97,4.12,4.54,Fail,2023-06-30,Deferred
10001033,Business Management,1,2019/20,360,6.79,5.46,6.12,Fail,2023-06-30,Deferred
10001035,Business Management,1,2019/20,360,14.56,14.32,14.44,Lower Second Class Honours,2023-06-30,Graduated
10001036,Business Management,3,2019/20,120,19.52,19.82,19.67,First Class Honours,2021-06-30,Graduated
10001038,Business Management,1,2019/20,360,4.63,4.89,4.76,Fail,2023-06-30,Deferred
10001039,Business Management,3,2019/20,120,14.67,15.6,15.13,Upper Second Class Honours,2021-06-30,Graduated
10001040,Business Management,3,2019/20,120,11.31,11.74,11.53,Borderline 3rd/2.2,2021-06-30,Graduated
10001041,Business Management,3,2019/20,120,6.39,7.08,6.73,Fail,2021-06-30,Deferred
10001042,Business Management,3,2019/20,120,15.17,20.02,17.59,Borderline 2.1/1st,2021-06-30,Graduated
10001043,Business Management,1,2019/20,360,11.68,11.61,11.64,Borderline 3rd/2.2,2023-06-30,Graduated
10001044,Business Management,1,2019/20,360,13.83,15.02,14.42,Lower Second Class Honours,2023-06-30,Graduated
10001045,Business Management,3,2019/20,120,14.68,15.28,14.98,Borderline 2.2/2.1,2021-06-30,Graduated
10001046,Business Management,1,2019/20,360,19.5,14.45,16.98,Upper Second Class Honours,2023-06-30,Pending
10001047,Business Management,3,2019/20,120,9.89,10.04,9.96,Third Class Honours,2021-06-30,Graduated
10001048,Business Management,1,2019/20,360,9.97,11.77,10.87,Third Class Honours,2023-06-30,Graduated
10001219,Accountancy & Finance,1,2020/21,360,11.59,11.12,11.35,Third Class Honours,2024-06-30,Graduated
10001220,Accountancy & Finance,1,2020/21,360,14.69,14.73,14.71,Borderline 2.2/2.1,2024-06-30,Graduated
10001221,Accountancy & Finance,2,2020/21,240,20.17,19.81,19.99,First Class Honours,2023-06-30,Graduated
10001222,Accountancy & Finance,2,2020/21,240,4.34,5.12,4.73,Fail,2023-06-30,Deferred
10001223,Accountancy & Finance,1,2020/21,360,11.14,8.07,9.6,Third Class Honours,2024-06-30,Pending
10001224,Accountancy & Finance,1,2020/21,360,15.28,14.88,15.08,Upper Second Class Honours,2024-06-30,Graduated
10001225,Accountancy & Finance,1,2020/21,360,6.04,4.03,5.04,Fail,2024-06-30,Deferred
10001226,Accountancy & Finance,1,2020/21,360,20.08,13.49,16.78,Upper Second Class Honours,2024-06-30,Pending
10001227,Accountancy & Finance,1,2020/21,360,15.07,15.55,15.31,Upper Second Class Honours,2024-06-30,Graduated
10001228,Accountancy & Finance,1,2020/21,360,14.36,15.29,14.83,Borderline 2.2/2.1,2024-06-30,Graduated
10001229,Accountancy & Finance,1,2020/21,360,15.52,15.12,15.32,Upper Second Class Honours,2024-06-30,Graduated
10001230,Accountancy & Finance,1,2020/21,360,19.69,20.27,19.98,First Class Honours,2024-06-30,Graduated
10001231,Accountancy & Finance,2,2020/21,240,10.42,10.06,10.24,Third Class Honours,2023-06-30,Pending
10001232,Accountancy & Finance,1,2020/21,360,5.09,7.6,6.34,Fail,2024-06-30,Deferred
10001233,Accountancy & Finance,1,2020/21,360,11.34,8.38,9.86,Third Class Honours,2024-06-30,Pending
10001234,Accountancy & Finance,1,2020/21,360,14.6,15.36,14.98,Borderline 2.2/2.1,2024-06-30,Graduated
10001235,Accountancy & Finance,1,2020/21,360,14.21,14.48,14.35,Lower Second Class Honours,2024-06-30,Graduated
10001236,Accountancy & Finance,1,2020/21,360,14.99,14.3,14.64,Borderline 2.2/2.1,2024-06-30,Graduated
10001237,Accountancy & Finance,1,2020/21,360,10.61,10.73,10.67,Third Class Honours,2024-06-30,Graduated
10001238,Accountancy & Finance,2,2020/21,240,11.17,9.48,10.32,Third Class Honours,2023-06-30,Pending
10001239,Accountancy & Finance,1,2020/21,360,14.86,15.64,15.25,Upper Second Class Honours,2024-06-30,Graduated
10001241,Accountancy & Finance,2,2020/21,240,8.1,9.3,8.7,Borderline Fail/3rd,2023-06-30,Pending
10001242,Accountancy & Finance,1,2020/21,360,13.98,16.05,15.02,Upper Second Class Honours,2024-06-30,Graduated
10001243,Accountancy & Finance,1,2020/21,360,11.23,15.18,13.2,Lower Second Class Honours,2024-06-30,Graduated
10001245,Accountancy & Finance,1,2020/21,360,14.96,15.44,15.2,Upper Second Class Honours,2024-06-30,Graduated
10001247,Accountancy & Finance,3,2020/21,120,11.5,10.36,10.93,Third Class Honours,2022-06-30,Graduated
10001248,Accountancy & Finance,1,2020/21,360,5.99,6.75,6.37,Fail,2024-06-30,Deferred
10001249,Accountancy & Finance,1,2020/21,360,14.66,14.07,14.37,Lower Second Class Honours,2024-06-30,Graduated
10001251,Accountancy & Finance,1,2020/21,360,10.95,10.91,10.93,Third Class Honours,2024-06-30,Graduated
10001252,Accountancy & Finance,2,2020/21,240,14.93,15.89,15.41,Upper Second Class Honours,2023-06-30,Graduated
10001253,Accountancy & Finance,1,2020/21,360,10.42,11.73,11.08,Third Class Honours,2024-06-30,Graduated
10001254,Accountancy & Finance,2,2020/21,240,10.19,9.64,9.92,Third Class Honours,2023-06-30,Pending
10001255,Accountancy & Finance,1,2020/21,360,11.6,11.23,11.41,Third Class Honours,2024-06-30,Graduated
10001256,Accountancy & Finance,1,2020/21,360,20.16,20.33,20.25,First Class Honours,2024-06-30,Graduated
10001257,Accountancy & Finance,3,2020/21,120,10.54,10.09,10.31,Third Class Honours,2022-06-30,Graduated
10001259,Accountancy & Finance,1,2020/21,360,6.63,5.36,6.0,Fail,2024-06-30,Deferred
10001261,Accountancy & Finance,2,2020/21,240,11.59,10.68,11.14,Third Class Honours,2023-06-30,Pending
10001262,Accountancy & Finance,1,2020/21,360,10.46,10.46,10.46,Third Class Honours,2024-06-30,Graduated
10001263,Accountancy & Finance,2,2020/21,240,12.04,13.23,12.64,Lower Second Class Honours,2023-06-30,Pending
10001264,Accountancy & Finance,1,2020/21,360,10.55,10.9,10.73,Third Class Honours,2024-06-30,Graduated
10001265,Accountancy & Finance,1,2020/21,360,10.47,10.49,10.48,Third Class Honours,2024-06-30,Graduated
10001266,Accountancy & Finance,1,2020/21,360,10.43,11.54,10.98,Third Class Honours,2024-06-30,Graduated
10001267,Accountancy & Finance,1,2020/21,360,10.54,10.64,10.59,Third Class Honours,2024-06-30,Graduated
10001268,Accountancy & Finance,3,2020/21,120,10.31,11.1,10.7,Third Class Honours,2022-06-30,Graduated
10001269,Accountancy & Finance,1,2020/21,360,11.66,10.76,11.21,Third Class Honours,2024-06-30,Pending
10001270,Accountancy & Finance,1,2020/21,360,11.46,10.83,11.14,Third Class Honours,2024-06-30,Graduated
10001271,Accountancy & Finance,1,2020/21,360,6.09,5.84,5.97,Fail,2024-06-30,Deferred
10001272,Accountancy & Finance,2,2020/21,240,9.18,11.79,10.48,Third Class Honours,2023-06-30,Graduated
10001273,Accountancy & Finance,1,2020/21,360,14.55,15.4,14.97,Borderline 2.2/2.1,2024-06-30,Graduated
10001274,Accountancy & Finance,3,2020/21,120,15.42,15.04,15.23,Upper Second Class Honours,2022-06-30,Graduated
10001275,Accountancy & Finance,1,2020/21,360,10.62,11.5,11.06,Third Class Honours,2024-06-30,Graduated
10001276,Accountancy & Finance,2,2020/21,240,9.93,12.63,11.28,Third Class Honours,2023-06-30,Graduated
10001278,Accountancy & Finance,1,2020/21,360,15.51,16.19,15.85,Upper Second Class Honours,2024-06-30,Graduated
10001279,Accountancy & Finance,3,2020/21,120,9.8,10.19,9.99,Third Class Honours,2022-06-30,Graduated
10001280,Accountancy & Finance,1,2020/21,360,14.07,14.31,14.19,Lower Second Class Honours,2024-06-30,Graduated
10001281,Accountancy & Finance,1,2020/21,360,20.34,19.93,20.14,First Class Honours,2024-06-30,Graduated
10001282,Accountancy & Finance,1,2020/21,360,11.01,10.5,10.76,Third Class Honours,2024-06-30,Graduated
10001284,Accountancy & Finance,3,2020/21,120,10.75,10.59,10.67,Third Class Honours,2022-06-30,Graduated
10001285,Accountancy & Finance,1,2020/21,360,6.48,5.86,6.17,Fail,2024-06-30,Deferred
10001286,Accountancy & Finance,1,2020/21,360,10.95,11.06,11.01,Third Class Honours,2024-06-30,Graduated
10001288,Accountancy & Finance,1,2020/21,360,10.95,11.06,11.0,Third Class Honours,2024-06-30,Graduated
10001289,Accountancy & Finance,1,2020/21,360,11.38,14.4,12.89,Lower Second Class Honours,2024-06-30,Graduated
10001290,Accountancy & Finance,3,2020/21,120,9.75,11.14,10.45,Third Class Honours,2022-06-30,Graduated
10001291,Accountancy & Finance,3,2020/21,120,11.85,11.25,11.55,Borderline 3rd/2.2,2022-06-30,Graduated
10001292,Accountancy & Finance,2,2020/21,240,14.48,13.75,14.12,Lower Second Class Honours,2023-06-30,Pending
10001293,Accountancy & Finance,1,2020/21,360,20.39,19.79,20.09,First Class Honours,2024-06-30,Graduated
10001294,Accountancy & Finance,1,2020/21,360,6.56,4.82,5.69,Fail,2024-06-30,Deferred
10001295,Accountancy & Finance,1,2020/21,360,19.59,20.44,20.01,First Class Honours,2024-06-30,Graduated
10001296,Accountancy & Finance,1,2020/21,360,5.91,6.01,5.96,Fail,2024-06-30,Deferred
10001297,Accountancy & Finance,1,2020/21,360,4.32,6.48,5.4,Fail,2024-06-30,Deferred
10001298,Accountancy & Finance,2,2020/21,240,10.89,11.48,11.19,Third Class Honours,2023-06-30,Graduated
10001299,Accountancy & Finance,1,2020/21,360,5.72,6.37,6.05,Fail,2024-06-30,Deferred
10001300,Accountancy & Finance,1,2020/21,360,5.68,5.82,5.75,Fail,2024-06-30,Deferred
10001301,Accountancy & Finance,1,2020/21,360,10.49,8.82,9.65,Third Class Honours,2024-06-30,Pending
10001302,Accountancy & Finance,3,2020/21,120,15.09,15.15,15.12,Upper Second Class Honours,2022-06-30,Graduated
10001304,Accountancy & Finance,3,2020/21,120,19.98,20.0,19.99,First Class Honours,2022-06-30,Graduated
10001305,Accountancy & Finance,1,2020/21,360,11.62,11.28,11.45,Third Class Honours,2024-06-30,Graduated
10001306,Accountancy & Finance,1,2020/21,360,15.22,15.27,15.25,Upper Second Class Honours,2024-06-30,Graduated
10001307,Accountancy & Finance,3,2020/21,120,11.66,9.21,10.43,Third Class Honours,2022-06-30,Graduated
10001308,Accountancy & Finance,1,2020/21,360,10.99,9.53,10.26,Third Class Honours,2024-06-30,Pending
10001309,Accountancy & Finance,2,2020/21,240,10.9,11.17,11.03,Third Class Honours,2023-06-30,Graduated
10001310,Accountancy & Finance,2,2020/21,240,11.04,10.44,10.74,Third Class Honours,2023-06-30,Graduated
10001311,Accountancy & Finance,1,2020/21,360,4.88,4.5,4.69,Fail,2024-06-30,Deferred
10001312,Accountancy & Finance,3,2020/21,120,20.0,20.45,20.23,First Class Honours,2022-06-30,Graduated
10001313,Business Management,1,2020/21,360,14.03,14.47,14.25,Lower Second Class Honours,2024-06-30,Graduated
10001314,Business Management,2,2020/21,240,20.18,18.59,19.38,First Class Honours,2023-06-30,Graduated
10001315,Business Management,3,2020/21,120,6.94,6.51,6.72,Fail,2022-06-30,Deferred
10001316,Business Management,1,2020/21,360,10.18,8.77,9.48,Third Class Honours,2024-06-30,Pending
10001317,Business Management,1,2020/21,360,5.52,6.33,5.93,Fail,2024-06-30,Deferred
10001318,Business Management,3,2020/21,120,14.88,15.24,15.06,Upper Second Class Honours,2022-06-30,Graduated
10001319,Business Management,1,2020/21,360,20.75,19.84,20.3,First Class Honours,2024-06-30,Graduated
10001320,Business Management,1,2020/21,360,10.2,11.47,10.83,Third Class Honours,2024-06-30,Graduated
10001321,Business Management,1,2020/21,360,3.58,4.68,4.13,Fail,2024-06-30,Deferred
10001322,Business Management,1,2020/21,360,14.9,15.82,15.36,Upper Second Class Honours,2024-06-30,Graduated
10001323,Business Management,1,2020/21,360,14.8,14.1,14.45,Lower Second Class Honours,2024-06-30,Graduated
10001324,Business Management,1,2020/21,360,20.13,20.48,20.31,First Class Honours,2024-06-30,Graduated
10001325,Business Management,3,2020/21,120,3.1,6.15,4.63,Fail,2022-06-30,Deferred
10001326,Business Management,1,2020/21,360,15.46,13.96,14.71,Borderline 2.2/2.1,2024-06-30,Graduated
10001327,Business Management,1,2020/21,360,15.99,11.29,13.64,Lower Second Class Honours,2024-06-30,Pending
10001328,Business Management,1,2020/21,360,20.61,19.76,20.18,First Class Honours,2024-06-30,Graduated
10001329,Business Management,1,2020/21,360,5.88,7.38,6.62,Fail,2024-06-30,Deferred
10001330,Business Management,1,2020/21,360,14.51,20.24,17.37,Upper Second Class Honours,2024-06-30,Graduated
10001331,Business Management,2,2020/21,240,15.03,14.01,14.52,Borderline 2.2/2.1,2023-06-30,Graduated
10001332,Business Management,1,2020/21,360,11.29,11.23,11.26,Third Class Honours,2024-06-30,Graduated
10001335,Business Management,3,2020/21,120,15.13,15.49,15.31,Upper Second Class Honours,2022-06-30,Graduated
10001336,Business Management,3,2020/21,120,9.63,9.04,9.33,Third Class Honours,2022-06-30,Pending
10001338,Business Management,2,2020/21,240,13.87,14.76,14.32,Lower Second Class Honours,2023-06-30,Graduated
10001339,Business Management,1,2020/21,360,14.72,19.69,17.2,Upper Second Class Honours,2024-06-30,Graduated
10001340,Business Management,1,2020/21,360,15.39,15.2,15.29,Upper Second Class Honours,2024-06-30,Graduated
10001341,Business Management,1,2020/21,360,7.9,15.33,11.61,Borderline 3rd/2.2,2024-06-30,Graduated
10001343,Business Management,2,2020/21,240,19.96,19.93,19.95,First Class Honours,2023-06-30,Graduated
10001345,Business Management,1,2020/21,360,11.61,15.58,13.59,Lower Second Class Honours,2024-06-30,Graduated
10001346,Business Management,1,2020/21,360,2.95,4.73,3.84,Fail,2024-06-30,Deferred
10001347,Business Management,2,2020/21,240,7.61,6.21,6.91,Fail,2023-06-30,Deferred
10001348,Business Management,1,2020/21,360,19.83,20.34,20.09,First Class Honours,2024-06-30,Graduated
10001349,Business Management,1,2020/21,360,11.81,10.8,11.3,Third Class Honours,2024-06-30,Graduated
10001351,Business Management,1,2020/21,360,5.91,6.35,6.13,Fail,2024-06-30,Deferred
